,gender,age,income,became_member_on_year,became_member_on_month,became_member_on_day,is_offer_completed,reward,difficulty,duration,offer_type,email,mobile,web,social
39893,M,73,61000.0,2017,4,20,1,10,10,7,bogo,True,True,False,True
39894,M,73,61000.0,2017,4,20,1,2,10,10,discount,True,True,True,True
39895,M,42,62000.0,2017,10,31,0,3,7,7,discount,True,True,True,True
39896,M,42,62000.0,2017,10,31,0,0,0,4,informational,True,True,True,False
39897,M,42,62000.0,2017,10,31,0,5,5,7,bogo,True,True,True,False
39898,M,42,62000.0,2017,10,31,0,5,5,5,bogo,True,True,True,True
39899,M,42,62000.0,2017,10,31,0,2,10,10,discount,True,True,True,True
39900,F,68,98000.0,2016,6,10,1,3,7,7,discount,True,True,True,True
39901,F,68,98000.0,2016,6,10,1,10,10,5,bogo,True,True,True,True
39902,F,68,98000.0,2016,6,10,1,2,10,10,discount,True,True,True,True
39903,F,35,44000.0,2017,12,12,1,2,10,7,discount,True,True,True,False
39904,F,35,44000.0,2017,12,12,1,5,5,5,bogo,True,True,True,True
39905,F,33,47000.0,2013,12,14,1,3,7,7,discount,True,True,True,True
39906,F,33,47000.0,2013,12,14,0,0,0,3,informational,True,True,False,True
39907,F,33,47000.0,2013,12,14,1,2,10,10,discount,True,True,True,True
39908,F,44,95000.0,2017,8,5,0,0,0,4,informational,True,True,True,False
39909,F,44,95000.0,2017,8,5,1,5,5,7,bogo,True,True,True,False
39910,F,44,95000.0,2017,8,5,0,5,5,5,bogo,True,True,True,True
39911,M,53,61000.0,2017,10,26,1,5,20,10,discount,True,False,True,False
39912,M,53,61000.0,2017,10,26,1,3,7,7,discount,True,True,True,True
39913,M,53,61000.0,2017,10,26,0,2,10,7,discount,True,True,True,False
39914,M,53,61000.0,2017,10,26,1,2,10,10,discount,True,True,True,True
39915,M,46,46000.0,2017,9,1,0,10,10,5,bogo,True,True,True,True
39916,M,46,46000.0,2017,9,1,0,0,0,3,informational,True,True,False,True
39917,M,59,65000.0,2017,12,8,0,2,10,7,discount,True,True,True,False
39918,M,59,65000.0,2017,12,8,0,5,5,7,bogo,True,True,True,False
39919,F,62,78000.0,2017,9,12,1,10,10,5,bogo,True,True,True,True
39920,F,62,78000.0,2017,9,12,0,5,5,7,bogo,True,True,True,False
39921,F,62,78000.0,2017,9,12,1,2,10,10,discount,True,True,True,True
39922,F,118,70598.22601839685,2016,5,13,1,2,10,10,discount,True,True,True,True
39923,F,67,96000.0,2017,3,20,1,3,7,7,discount,True,True,True,True
39924,F,67,96000.0,2017,3,20,1,2,10,7,discount,True,True,True,False
39925,F,67,96000.0,2017,3,20,1,5,5,7,bogo,True,True,True,False
39926,F,67,96000.0,2017,3,20,1,10,10,7,bogo,True,True,False,True
39927,M,68,51000.0,2015,3,20,0,0,0,3,informational,True,True,False,True
39928,M,37,64000.0,2017,12,17,0,2,10,7,discount,True,True,True,False
39929,M,37,64000.0,2017,12,17,0,10,10,5,bogo,True,True,True,True
39930,M,37,64000.0,2017,12,17,0,0,0,3,informational,True,True,False,True
39931,M,37,64000.0,2017,12,17,1,5,5,7,bogo,True,True,True,False
39932,M,51,59000.0,2017,8,19,1,3,7,7,discount,True,True,True,True
39933,M,51,59000.0,2017,8,19,1,2,10,7,discount,True,True,True,False
39934,M,51,59000.0,2017,8,19,1,10,10,5,bogo,True,True,True,True
39935,M,51,59000.0,2017,8,19,0,0,0,3,informational,True,True,False,True
39936,M,51,59000.0,2017,8,19,0,10,10,7,bogo,True,True,False,True
39937,M,81,82000.0,2018,2,21,0,0,0,4,informational,True,True,True,False
39938,M,81,82000.0,2018,2,21,1,10,10,7,bogo,True,True,False,True
39939,M,81,82000.0,2018,2,21,0,5,5,5,bogo,True,True,True,True
39940,M,81,82000.0,2018,2,21,1,2,10,10,discount,True,True,True,True
39941,F,47,68000.0,2016,10,2,1,5,20,10,discount,True,False,True,False
39942,F,47,68000.0,2016,10,2,0,0,0,3,informational,True,True,False,True
39943,F,47,68000.0,2016,10,2,1,5,5,5,bogo,True,True,True,True
39944,F,47,68000.0,2016,10,2,1,2,10,10,discount,True,True,True,True
39945,F,55,112000.0,2016,8,2,1,5,20,10,discount,True,False,True,False
39946,F,55,112000.0,2016,8,2,0,0,0,3,informational,True,True,False,True
39947,F,55,112000.0,2016,8,2,1,5,5,7,bogo,True,True,True,False
39948,M,40,63000.0,2015,11,9,0,10,10,5,bogo,True,True,True,True
39949,M,40,63000.0,2015,11,9,0,0,0,3,informational,True,True,False,True
39950,M,40,63000.0,2015,11,9,1,5,5,7,bogo,True,True,True,False
39951,M,40,63000.0,2015,11,9,1,5,5,5,bogo,True,True,True,True
39952,M,40,63000.0,2015,11,9,1,2,10,10,discount,True,True,True,True
39953,F,28,47000.0,2017,8,6,1,10,10,7,bogo,True,True,False,True
39954,M,92,94000.0,2015,8,14,1,3,7,7,discount,True,True,True,True
39955,M,92,94000.0,2015,8,14,1,2,10,7,discount,True,True,True,False
39956,M,92,94000.0,2015,8,14,1,5,5,5,bogo,True,True,True,True
39957,F,23,40000.0,2018,6,29,0,2,10,7,discount,True,True,True,False
39958,F,23,40000.0,2018,6,29,0,10,10,7,bogo,True,True,False,True
39959,F,118,70598.22601839685,2017,1,9,0,5,20,10,discount,True,False,True,False
39960,F,118,70598.22601839685,2017,1,9,0,5,5,7,bogo,True,True,True,False
39961,M,69,99000.0,2016,3,2,1,2,10,7,discount,True,True,True,False
39962,M,69,99000.0,2016,3,2,1,10,10,5,bogo,True,True,True,True
39963,M,69,99000.0,2016,3,2,1,5,5,5,bogo,True,True,True,True
39964,M,69,99000.0,2016,3,2,1,2,10,10,discount,True,True,True,True
39965,M,49,64000.0,2018,6,25,1,3,7,7,discount,True,True,True,True
39966,M,49,64000.0,2018,6,25,0,0,0,4,informational,True,True,True,False
39967,M,49,64000.0,2018,6,25,0,0,0,3,informational,True,True,False,True
39968,M,69,47000.0,2016,7,11,1,2,10,7,discount,True,True,True,False
39969,M,69,47000.0,2016,7,11,0,10,10,5,bogo,True,True,True,True
39970,M,69,47000.0,2016,7,11,1,2,10,10,discount,True,True,True,True
39971,M,45,50000.0,2016,3,23,0,0,0,3,informational,True,True,False,True
39972,M,45,50000.0,2016,3,23,1,10,10,7,bogo,True,True,False,True
39973,O,81,57000.0,2017,8,2,0,10,10,5,bogo,True,True,True,True
39974,O,81,57000.0,2017,8,2,0,0,0,3,informational,True,True,False,True
39975,F,118,70598.22601839685,2017,12,26,0,0,0,3,informational,True,True,False,True
39976,F,118,70598.22601839685,2016,1,4,1,3,7,7,discount,True,True,True,True
39977,F,118,70598.22601839685,2016,1,4,0,0,0,3,informational,True,True,False,True
39978,M,63,61000.0,2016,12,31,0,0,0,3,informational,True,True,False,True
39979,M,56,81000.0,2015,11,21,1,5,20,10,discount,True,False,True,False
39980,M,56,81000.0,2015,11,21,0,0,0,3,informational,True,True,False,True
39981,M,56,81000.0,2015,11,21,1,10,10,7,bogo,True,True,False,True
39982,M,56,81000.0,2015,11,21,1,2,10,10,discount,True,True,True,True
39983,O,50,76000.0,2015,11,23,1,5,20,10,discount,True,False,True,False
39984,O,50,76000.0,2015,11,23,0,0,0,4,informational,True,True,True,False
39985,O,50,76000.0,2015,11,23,1,10,10,5,bogo,True,True,True,True
39986,O,50,76000.0,2015,11,23,1,5,5,7,bogo,True,True,True,False
39987,M,87,36000.0,2018,5,6,1,2,10,10,discount,True,True,True,True
39988,M,39,32000.0,2017,11,15,0,10,10,5,bogo,True,True,True,True
39989,M,39,32000.0,2017,11,15,0,0,0,3,informational,True,True,False,True
39990,M,60,38000.0,2018,6,2,0,10,10,5,bogo,True,True,True,True
39991,F,67,33000.0,2017,12,15,1,3,7,7,discount,True,True,True,True
39992,F,67,33000.0,2017,12,15,0,10,10,5,bogo,True,True,True,True
39993,F,67,33000.0,2017,12,15,0,5,5,5,bogo,True,True,True,True
39994,M,53,51000.0,2018,2,3,1,3,7,7,discount,True,True,True,True
39995,M,53,51000.0,2018,2,3,1,10,10,5,bogo,True,True,True,True
39996,M,53,51000.0,2018,2,3,1,5,5,7,bogo,True,True,True,False
39997,M,53,51000.0,2018,2,3,1,2,10,10,discount,True,True,True,True
39998,F,118,70598.22601839685,2016,1,24,0,2,10,7,discount,True,True,True,False
39999,F,118,70598.22601839685,2016,1,24,0,5,5,5,bogo,True,True,True,True
40000,F,118,70598.22601839685,2016,1,24,0,2,10,10,discount,True,True,True,True
40001,F,38,47000.0,2017,11,8,1,3,7,7,discount,True,True,True,True
40002,F,38,47000.0,2017,11,8,1,10,10,5,bogo,True,True,True,True
40003,M,54,74000.0,2017,12,22,1,5,20,10,discount,True,False,True,False
40004,M,54,74000.0,2017,12,22,0,0,0,4,informational,True,True,True,False
40005,M,54,74000.0,2017,12,22,1,5,5,5,bogo,True,True,True,True
40006,M,59,77000.0,2016,6,11,1,2,10,7,discount,True,True,True,False
40007,M,59,77000.0,2016,6,11,1,10,10,5,bogo,True,True,True,True
40008,M,59,77000.0,2016,6,11,1,5,5,7,bogo,True,True,True,False
40009,F,56,91000.0,2018,2,23,0,0,0,3,informational,True,True,False,True
40010,F,56,91000.0,2018,2,23,0,5,5,7,bogo,True,True,True,False
40011,F,56,91000.0,2018,2,23,1,10,10,7,bogo,True,True,False,True
40012,F,36,74000.0,2016,12,4,0,10,10,7,bogo,True,True,False,True
40013,M,33,64000.0,2016,5,5,0,0,0,4,informational,True,True,True,False
40014,M,33,64000.0,2016,5,5,1,10,10,5,bogo,True,True,True,True
40015,M,33,64000.0,2016,5,5,1,5,5,7,bogo,True,True,True,False
40016,M,33,64000.0,2016,5,5,1,10,10,7,bogo,True,True,False,True
40017,M,33,64000.0,2016,5,5,1,2,10,10,discount,True,True,True,True
40018,M,67,56000.0,2017,7,28,1,3,7,7,discount,True,True,True,True
40019,M,67,56000.0,2017,7,28,0,5,5,5,bogo,True,True,True,True
40020,F,63,88000.0,2015,11,10,1,10,10,7,bogo,True,True,False,True
40021,F,63,88000.0,2015,11,10,1,2,10,10,discount,True,True,True,True
40022,M,36,34000.0,2017,6,17,1,3,7,7,discount,True,True,True,True
40023,M,36,34000.0,2017,6,17,1,2,10,7,discount,True,True,True,False
40024,M,36,34000.0,2017,6,17,0,10,10,5,bogo,True,True,True,True
40025,M,36,34000.0,2017,6,17,0,0,0,3,informational,True,True,False,True
40026,M,36,34000.0,2017,6,17,1,10,10,7,bogo,True,True,False,True
40027,M,58,46000.0,2015,4,25,0,0,0,3,informational,True,True,False,True
40028,M,58,46000.0,2015,4,25,0,5,5,7,bogo,True,True,True,False
40029,M,47,59000.0,2014,6,3,1,3,7,7,discount,True,True,True,True
40030,M,47,59000.0,2014,6,3,1,2,10,7,discount,True,True,True,False
40031,M,47,59000.0,2014,6,3,1,5,5,7,bogo,True,True,True,False
40032,M,47,59000.0,2014,6,3,1,2,10,10,discount,True,True,True,True
40033,M,34,73000.0,2018,3,2,0,3,7,7,discount,True,True,True,True
40034,M,34,73000.0,2018,3,2,0,10,10,7,bogo,True,True,False,True
40035,M,27,62000.0,2018,1,13,1,10,10,7,bogo,True,True,False,True
40036,M,27,62000.0,2018,1,13,1,2,10,10,discount,True,True,True,True
40037,F,41,31000.0,2013,12,25,0,10,10,5,bogo,True,True,True,True
40038,F,41,31000.0,2013,12,25,0,10,10,7,bogo,True,True,False,True
40039,M,64,108000.0,2016,8,31,1,3,7,7,discount,True,True,True,True
40040,M,64,108000.0,2016,8,31,0,10,10,5,bogo,True,True,True,True
40041,M,64,108000.0,2016,8,31,1,10,10,7,bogo,True,True,False,True
40042,M,64,108000.0,2016,8,31,1,5,5,5,bogo,True,True,True,True
40043,M,84,106000.0,2016,7,24,1,2,10,7,discount,True,True,True,False
40044,M,84,106000.0,2016,7,24,1,10,10,5,bogo,True,True,True,True
40045,F,22,71000.0,2018,2,11,0,10,10,5,bogo,True,True,True,True
40046,F,118,70598.22601839685,2018,3,1,0,0,0,3,informational,True,True,False,True
40047,M,51,79000.0,2018,2,8,1,5,5,7,bogo,True,True,True,False
40048,M,46,61000.0,2016,5,27,1,2,10,7,discount,True,True,True,False
40049,M,46,61000.0,2016,5,27,0,0,0,4,informational,True,True,True,False
40050,M,46,61000.0,2016,5,27,1,10,10,5,bogo,True,True,True,True
40051,M,46,61000.0,2016,5,27,1,5,5,5,bogo,True,True,True,True
40052,F,118,70598.22601839685,2017,3,20,0,3,7,7,discount,True,True,True,True
40053,F,118,70598.22601839685,2017,3,20,0,10,10,5,bogo,True,True,True,True
40054,F,118,70598.22601839685,2017,3,20,1,5,5,5,bogo,True,True,True,True
40055,M,51,77000.0,2014,7,24,1,5,20,10,discount,True,False,True,False
40056,M,51,77000.0,2014,7,24,1,2,10,7,discount,True,True,True,False
40057,M,51,77000.0,2014,7,24,1,10,10,5,bogo,True,True,True,True
40058,F,35,34000.0,2017,9,28,1,5,5,5,bogo,True,True,True,True
40059,F,35,34000.0,2017,9,28,1,2,10,10,discount,True,True,True,True
40060,M,55,51000.0,2015,8,25,1,10,10,5,bogo,True,True,True,True
40061,F,61,59000.0,2017,11,12,0,3,7,7,discount,True,True,True,True
40062,F,61,59000.0,2017,11,12,0,10,10,5,bogo,True,True,True,True
40063,F,118,70598.22601839685,2017,12,7,0,0,0,3,informational,True,True,False,True
40064,F,118,70598.22601839685,2017,12,7,0,10,10,7,bogo,True,True,False,True
40065,F,41,83000.0,2015,10,6,1,10,10,5,bogo,True,True,True,True
40066,F,41,83000.0,2015,10,6,1,10,10,7,bogo,True,True,False,True
40067,F,41,83000.0,2015,10,6,1,5,5,5,bogo,True,True,True,True
40068,F,41,83000.0,2015,10,6,1,2,10,10,discount,True,True,True,True
40069,M,52,37000.0,2017,12,23,0,10,10,5,bogo,True,True,True,True
40070,M,52,37000.0,2017,12,23,0,10,10,7,bogo,True,True,False,True
40071,M,29,33000.0,2013,12,19,1,3,7,7,discount,True,True,True,True
40072,M,29,33000.0,2013,12,19,0,10,10,7,bogo,True,True,False,True
40073,M,29,33000.0,2013,12,19,1,2,10,10,discount,True,True,True,True
40074,M,83,42000.0,2013,8,28,1,2,10,7,discount,True,True,True,False
40075,M,83,42000.0,2013,8,28,0,10,10,7,bogo,True,True,False,True
40076,M,83,42000.0,2013,8,28,1,2,10,10,discount,True,True,True,True
40077,M,66,70000.0,2018,3,2,1,10,10,5,bogo,True,True,True,True
40078,M,66,70000.0,2018,3,2,0,0,0,3,informational,True,True,False,True
40079,M,66,70000.0,2018,3,2,1,5,5,7,bogo,True,True,True,False
40080,M,79,72000.0,2016,5,18,1,3,7,7,discount,True,True,True,True
40081,M,79,72000.0,2016,5,18,0,0,0,3,informational,True,True,False,True
40082,M,79,72000.0,2016,5,18,1,10,10,7,bogo,True,True,False,True
40083,M,79,72000.0,2016,5,18,1,5,5,5,bogo,True,True,True,True
40084,M,44,39000.0,2017,11,25,0,10,10,5,bogo,True,True,True,True
40085,M,44,39000.0,2017,11,25,0,0,0,3,informational,True,True,False,True
40086,M,44,39000.0,2017,11,25,0,2,10,10,discount,True,True,True,True
40087,M,42,68000.0,2017,12,9,0,5,5,5,bogo,True,True,True,True
40088,F,29,42000.0,2015,11,14,1,3,7,7,discount,True,True,True,True
40089,F,29,42000.0,2015,11,14,1,2,10,7,discount,True,True,True,False
40090,F,29,42000.0,2015,11,14,0,0,0,3,informational,True,True,False,True
40091,F,29,42000.0,2015,11,14,1,10,10,7,bogo,True,True,False,True
40092,F,29,42000.0,2015,11,14,1,2,10,10,discount,True,True,True,True
40093,M,37,47000.0,2017,1,12,1,10,10,5,bogo,True,True,True,True
40094,M,37,47000.0,2017,1,12,1,10,10,7,bogo,True,True,False,True
40095,F,59,93000.0,2017,8,31,1,10,10,5,bogo,True,True,True,True
40096,F,59,93000.0,2017,8,31,1,10,10,7,bogo,True,True,False,True
40097,F,59,93000.0,2017,8,31,1,5,5,5,bogo,True,True,True,True
40098,F,59,93000.0,2017,8,31,1,2,10,10,discount,True,True,True,True
40099,M,44,69000.0,2017,8,26,0,5,20,10,discount,True,False,True,False
40100,M,44,69000.0,2017,8,26,0,2,10,7,discount,True,True,True,False
40101,M,44,69000.0,2017,8,26,0,2,10,10,discount,True,True,True,True
40102,F,57,113000.0,2017,7,31,0,10,10,5,bogo,True,True,True,True
40103,F,57,113000.0,2017,7,31,1,2,10,10,discount,True,True,True,True
40104,F,58,112000.0,2016,5,14,1,2,10,7,discount,True,True,True,False
40105,F,58,112000.0,2016,5,14,1,10,10,5,bogo,True,True,True,True
40106,F,58,112000.0,2016,5,14,0,0,0,3,informational,True,True,False,True
40107,F,58,112000.0,2016,5,14,1,5,5,5,bogo,True,True,True,True
40108,M,67,53000.0,2014,4,1,1,5,5,5,bogo,True,True,True,True
40109,M,67,53000.0,2014,4,1,1,2,10,10,discount,True,True,True,True
40110,M,46,32000.0,2018,2,7,0,0,0,4,informational,True,True,True,False
40111,M,46,32000.0,2018,2,7,0,10,10,5,bogo,True,True,True,True
40112,M,46,32000.0,2018,2,7,1,5,5,5,bogo,True,True,True,True
40113,M,46,32000.0,2018,2,7,1,2,10,10,discount,True,True,True,True
40114,F,58,52000.0,2018,6,4,1,5,20,10,discount,True,False,True,False
40115,F,58,52000.0,2018,6,4,1,10,10,7,bogo,True,True,False,True
40116,F,21,39000.0,2018,3,28,0,3,7,7,discount,True,True,True,True
40117,F,21,39000.0,2018,3,28,1,2,10,7,discount,True,True,True,False
40118,F,21,39000.0,2018,3,28,0,10,10,5,bogo,True,True,True,True
40119,F,21,39000.0,2018,3,28,1,10,10,7,bogo,True,True,False,True
40120,F,21,39000.0,2018,3,28,1,5,5,5,bogo,True,True,True,True
40121,F,61,111000.0,2017,8,15,1,3,7,7,discount,True,True,True,True
40122,F,61,111000.0,2017,8,15,1,10,10,5,bogo,True,True,True,True
40123,F,61,111000.0,2017,8,15,1,2,10,10,discount,True,True,True,True
40124,F,58,37000.0,2018,3,6,0,10,10,7,bogo,True,True,False,True
40125,F,65,81000.0,2018,3,23,0,2,10,7,discount,True,True,True,False
40126,F,65,81000.0,2018,3,23,0,10,10,7,bogo,True,True,False,True
40127,F,65,81000.0,2018,3,23,1,2,10,10,discount,True,True,True,True
40128,F,64,84000.0,2017,6,11,0,0,0,4,informational,True,True,True,False
40129,F,64,84000.0,2017,6,11,0,0,0,3,informational,True,True,False,True
40130,F,64,84000.0,2017,6,11,1,2,10,10,discount,True,True,True,True
40131,F,62,72000.0,2018,1,23,0,5,20,10,discount,True,False,True,False
40132,F,62,72000.0,2018,1,23,1,2,10,7,discount,True,True,True,False
40133,F,62,72000.0,2018,1,23,1,10,10,5,bogo,True,True,True,True
40134,F,62,72000.0,2018,1,23,1,5,5,7,bogo,True,True,True,False
40135,M,50,62000.0,2016,3,11,1,3,7,7,discount,True,True,True,True
40136,M,50,62000.0,2016,3,11,1,2,10,7,discount,True,True,True,False
40137,M,50,62000.0,2016,3,11,0,0,0,4,informational,True,True,True,False
40138,M,50,62000.0,2016,3,11,1,10,10,5,bogo,True,True,True,True
40139,M,19,63000.0,2018,3,24,1,2,10,7,discount,True,True,True,False
40140,M,19,63000.0,2018,3,24,0,10,10,7,bogo,True,True,False,True
40141,M,19,63000.0,2018,3,24,0,5,5,5,bogo,True,True,True,True
40142,F,70,100000.0,2016,2,24,1,2,10,7,discount,True,True,True,False
40143,M,40,63000.0,2017,5,4,1,2,10,7,discount,True,True,True,False
40144,M,40,63000.0,2017,5,4,0,0,0,3,informational,True,True,False,True
40145,M,40,63000.0,2017,5,4,1,10,10,7,bogo,True,True,False,True
40146,M,40,63000.0,2017,5,4,1,5,5,5,bogo,True,True,True,True
40147,M,23,32000.0,2015,5,8,0,0,0,3,informational,True,True,False,True
40148,M,23,32000.0,2015,5,8,1,2,10,10,discount,True,True,True,True
40149,F,51,44000.0,2016,10,9,1,10,10,5,bogo,True,True,True,True
40150,F,51,44000.0,2016,10,9,1,10,10,7,bogo,True,True,False,True
40151,M,52,89000.0,2017,1,3,1,5,20,10,discount,True,False,True,False
40152,M,52,89000.0,2017,1,3,1,2,10,10,discount,True,True,True,True
40153,M,51,76000.0,2016,9,13,0,0,0,3,informational,True,True,False,True
40154,M,51,76000.0,2016,9,13,1,2,10,10,discount,True,True,True,True
40155,F,76,80000.0,2016,11,11,1,10,10,5,bogo,True,True,True,True
40156,F,76,80000.0,2016,11,11,1,2,10,10,discount,True,True,True,True
40157,M,59,82000.0,2017,11,25,0,5,20,10,discount,True,False,True,False
40158,M,59,82000.0,2017,11,25,0,0,0,3,informational,True,True,False,True
40159,M,59,82000.0,2017,11,25,1,10,10,7,bogo,True,True,False,True
40160,M,59,82000.0,2017,11,25,1,2,10,10,discount,True,True,True,True
40161,F,28,65000.0,2018,7,3,0,2,10,10,discount,True,True,True,True
40162,F,54,56000.0,2017,2,12,1,2,10,7,discount,True,True,True,False
40163,F,54,56000.0,2017,2,12,0,0,0,4,informational,True,True,True,False
40164,F,54,56000.0,2017,2,12,1,10,10,7,bogo,True,True,False,True
40165,F,54,56000.0,2017,2,12,1,5,5,5,bogo,True,True,True,True
40166,F,54,56000.0,2017,2,12,1,2,10,10,discount,True,True,True,True
40167,F,57,72000.0,2015,10,20,0,0,0,3,informational,True,True,False,True
40168,F,57,72000.0,2015,10,20,1,10,10,7,bogo,True,True,False,True
40169,F,57,72000.0,2015,10,20,1,5,5,5,bogo,True,True,True,True
40170,M,39,86000.0,2017,3,24,1,5,20,10,discount,True,False,True,False
40171,M,39,86000.0,2017,3,24,1,10,10,5,bogo,True,True,True,True
40172,M,39,86000.0,2017,3,24,0,0,0,3,informational,True,True,False,True
40173,M,80,82000.0,2018,4,17,0,3,7,7,discount,True,True,True,True
40174,M,80,82000.0,2018,4,17,0,5,5,5,bogo,True,True,True,True
40175,M,45,33000.0,2014,4,24,1,3,7,7,discount,True,True,True,True
40176,M,45,33000.0,2014,4,24,0,0,0,3,informational,True,True,False,True
40177,M,45,33000.0,2014,4,24,0,10,10,7,bogo,True,True,False,True
40178,M,36,50000.0,2017,10,18,1,5,5,7,bogo,True,True,True,False
40179,M,36,50000.0,2017,10,18,1,2,10,10,discount,True,True,True,True
40180,M,32,68000.0,2018,6,2,0,10,10,5,bogo,True,True,True,True
40181,M,32,68000.0,2018,6,2,0,0,0,3,informational,True,True,False,True
40182,M,32,68000.0,2018,6,2,0,2,10,10,discount,True,True,True,True
40183,F,118,70598.22601839685,2018,4,14,0,5,20,10,discount,True,False,True,False
40184,F,77,68000.0,2018,7,21,0,0,0,4,informational,True,True,True,False
40185,F,77,68000.0,2018,7,21,1,10,10,5,bogo,True,True,True,True
40186,F,77,68000.0,2018,7,21,0,5,5,7,bogo,True,True,True,False
40187,F,77,68000.0,2018,7,21,1,10,10,7,bogo,True,True,False,True
40188,M,79,112000.0,2016,7,27,1,10,10,5,bogo,True,True,True,True
40189,M,79,112000.0,2016,7,27,1,2,10,10,discount,True,True,True,True
40190,M,67,92000.0,2014,5,6,1,5,20,10,discount,True,False,True,False
40191,M,67,92000.0,2014,5,6,1,3,7,7,discount,True,True,True,True
40192,M,67,92000.0,2014,5,6,0,0,0,3,informational,True,True,False,True
40193,M,67,92000.0,2014,5,6,1,5,5,7,bogo,True,True,True,False
40194,M,67,92000.0,2014,5,6,1,2,10,10,discount,True,True,True,True
40195,M,46,53000.0,2017,11,14,1,5,20,10,discount,True,False,True,False
40196,M,46,53000.0,2017,11,14,1,2,10,7,discount,True,True,True,False
40197,M,46,53000.0,2017,11,14,1,10,10,5,bogo,True,True,True,True
40198,M,46,53000.0,2017,11,14,0,0,0,3,informational,True,True,False,True
40199,M,46,53000.0,2017,11,14,1,5,5,7,bogo,True,True,True,False
40200,M,46,77000.0,2016,9,5,1,5,20,10,discount,True,False,True,False
40201,M,46,77000.0,2016,9,5,1,3,7,7,discount,True,True,True,True
40202,M,46,77000.0,2016,9,5,1,2,10,7,discount,True,True,True,False
40203,M,46,77000.0,2016,9,5,0,0,0,4,informational,True,True,True,False
40204,M,46,77000.0,2016,9,5,1,5,5,7,bogo,True,True,True,False
40205,M,42,67000.0,2016,10,19,0,0,0,4,informational,True,True,True,False
40206,M,42,67000.0,2016,10,19,1,10,10,5,bogo,True,True,True,True
40207,M,42,67000.0,2016,10,19,1,5,5,7,bogo,True,True,True,False
40208,M,42,67000.0,2016,10,19,1,5,5,5,bogo,True,True,True,True
40209,M,42,67000.0,2016,10,19,1,2,10,10,discount,True,True,True,True
40210,F,46,76000.0,2018,2,20,0,3,7,7,discount,True,True,True,True
40211,F,46,76000.0,2018,2,20,1,2,10,10,discount,True,True,True,True
40212,F,67,86000.0,2017,1,8,1,5,20,10,discount,True,False,True,False
40213,F,81,92000.0,2016,9,27,1,5,20,10,discount,True,False,True,False
40214,F,81,92000.0,2016,9,27,1,10,10,7,bogo,True,True,False,True
40215,F,118,70598.22601839685,2018,3,2,0,0,0,4,informational,True,True,True,False
40216,F,118,70598.22601839685,2018,3,2,0,0,0,3,informational,True,True,False,True
40217,M,36,35000.0,2017,4,3,0,0,0,4,informational,True,True,True,False
40218,M,36,35000.0,2017,4,3,0,5,5,5,bogo,True,True,True,True
40219,M,61,93000.0,2016,6,24,0,0,0,3,informational,True,True,False,True
40220,M,61,93000.0,2016,6,24,1,5,5,5,bogo,True,True,True,True
40221,M,61,93000.0,2016,6,24,1,2,10,10,discount,True,True,True,True
40222,F,79,106000.0,2017,9,30,0,10,10,5,bogo,True,True,True,True
40223,F,79,106000.0,2017,9,30,1,5,5,5,bogo,True,True,True,True
40224,F,61,106000.0,2016,1,1,1,3,7,7,discount,True,True,True,True
40225,F,61,106000.0,2016,1,1,1,10,10,7,bogo,True,True,False,True
40226,M,71,52000.0,2017,11,27,1,5,20,10,discount,True,False,True,False
40227,M,71,52000.0,2017,11,27,1,5,5,7,bogo,True,True,True,False
40228,M,71,52000.0,2017,11,27,1,10,10,7,bogo,True,True,False,True
40229,M,71,52000.0,2017,11,27,1,5,5,5,bogo,True,True,True,True
40230,M,43,66000.0,2018,4,20,0,2,10,7,discount,True,True,True,False
40231,M,43,66000.0,2018,4,20,0,0,0,4,informational,True,True,True,False
40232,M,43,66000.0,2018,4,20,1,10,10,5,bogo,True,True,True,True
40233,M,43,66000.0,2018,4,20,1,10,10,7,bogo,True,True,False,True
40234,M,43,66000.0,2018,4,20,1,2,10,10,discount,True,True,True,True
40235,M,54,46000.0,2015,8,7,1,10,10,5,bogo,True,True,True,True
40236,M,54,46000.0,2015,8,7,0,0,0,3,informational,True,True,False,True
40237,M,54,46000.0,2015,8,7,0,10,10,7,bogo,True,True,False,True
40238,M,55,80000.0,2018,1,17,0,0,0,4,informational,True,True,True,False
40239,M,55,80000.0,2018,1,17,1,10,10,5,bogo,True,True,True,True
40240,M,55,80000.0,2018,1,17,0,0,0,3,informational,True,True,False,True
40241,M,31,51000.0,2014,6,12,1,3,7,7,discount,True,True,True,True
40242,M,31,51000.0,2014,6,12,0,10,10,5,bogo,True,True,True,True
40243,M,31,51000.0,2014,6,12,0,5,5,5,bogo,True,True,True,True
40244,F,65,64000.0,2017,9,13,1,3,7,7,discount,True,True,True,True
40245,F,65,64000.0,2017,9,13,0,0,0,4,informational,True,True,True,False
40246,F,65,64000.0,2017,9,13,1,5,5,7,bogo,True,True,True,False
40247,F,65,64000.0,2017,9,13,1,10,10,7,bogo,True,True,False,True
40248,M,25,37000.0,2018,4,27,0,10,10,5,bogo,True,True,True,True
40249,M,25,37000.0,2018,4,27,1,10,10,7,bogo,True,True,False,True
40250,F,118,70598.22601839685,2016,3,22,0,2,10,7,discount,True,True,True,False
40251,F,62,117000.0,2016,8,13,1,3,7,7,discount,True,True,True,True
40252,F,62,117000.0,2016,8,13,0,10,10,7,bogo,True,True,False,True
